27,27,27,27,26,26,26,26,27,27,27,26,26,26,26,26,26,26,27,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,26,25,25,25,26,26,26,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,25,25,26,26,26,27,27,27,27,26,26,26,26,26,27,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,26,26,26,26,27,27,27,27,27,27,27,27,27,28,28,27,26,25,24,24,26,26,26,26,25,25,25,25,26,26,25,25,25,26,25,25,25,25,25,25,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,24,24,24,24,25,25,25,25,25,26,26,25,25,25,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,25,25,25,25,25,24,24,24,24,25,26,26,26,26,25,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,23,23,23
23,23,23,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,22,22,22,22,22,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,24,23,23,23,23,23,24,23,23,22,22,22,22,23,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,23,23,23,23,23,22,22,22,22,23,23,23,23,22,22,22,22,22,22,23,23,22,22,22,22,23,23,23,23,23,23,22,21,21,21,22,22,23,23,23,23,23,23,23,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,23,23,23,22,22,22,22,23,23,24,24,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,23,23,23,23,23,23,24,24,23,23,22,22,22,22,23,23,23
24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,24,24,24,23,23,23,23,24,23,23,23,23,23,23,23,23,22,22,22,21,21,22,23,24,24,23,23,23,24,24,23,23,22,22,22,22,22,23,23,23,23,23,23,24,24,24,23,23,23,23,22,22,22,22,22,22,23,23,23,24,24,24,24,24,24,23,23,23,23,24,24,24,24,23,23,23,22,22,23,22,22,22,23,23,24,24,25,24,24,24,24,24,24,24,24,24,24,23,23,23,22,22,22,22,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,22,22,22,23,23,23,22,22,22,22,23,23,23,23,23,23,24,24,24,24,23,23,23,23,23,23,24,23,23,22,22,21,21,21,21,22,22,22,22,22,23,23,23,23,23,22,22,21,22,23,24,24,24,24,25,24,24,24,24,23,23,23,23,24,24,24,24,24,23,23,23,23,23,23,22,22,22,22,22,22,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,22,22,22,22,22,22,23,23,24,24,24,25,25,25,25,25,25,25,25,25,25,24,23,22,22,22,22,22,22,22,23,23,24,24,24,23,23,23,23,24,24,23,23,22,22,23,23,23,24,24,23,23
24,23,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,22,22,22,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,23,23,23,23,23,23,23,22,22,22,21,21,22,23,23,24,24,24,24,24,24,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,22,22,22,23,23,23,23,24,24,23,22,22,21,22,22,22,22,22,22,22,23,23,23,23,22,22,22,22,23,23,23,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,23,23,23,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,22,22,21,21,21,22,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,24,24,24,24,23,23,23,22,22,22,23,23,23,23,22,22,22,22,23,25,25,25,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,21,21,21,22,23,23
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,22,22,22,22,22,23,23,23,23,24,24,24,25,25,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,23,23,23,22,22,22,22,23,23,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,25,25,26,26,26,25,24,24,23,23,23,23,24,24,24,23,23,23,23,22,22,21,21,21,22,22,22,23,23,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,23,23,23,23,23,23,23,23,22,22,22,22,22,23,23,23,23,23,22,22,22,23,23,24,24,24,24,24,24,24,23,23,22,22,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24
22,23,23,23,23,23,23,23,23,23,22,22,21,21,21,22,22,23,23,23,22,22,22,21,22,22,23,23,24,24,24,24,24,24,24,23,23,23,23,23,22,23,23,23,23,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,25,24,24,24,24,24,24,24,24,24,23,23,23,24,24,24,25,24,24,24,24,24,24,24,23,23,23,23,23,23,24,23,23,22,22,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,23,23,23,22,22,22,22,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,24,23,23,23,24,25,25,25,26,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,26,26,26,26,26,26,26,26,26,25,25,25,25,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,26,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,26,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,24,24,24,24,25,25,25,25,26,26,25,25,25,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,26,25,25,25,25,24,24,24,24,24,24,25,25,25,26,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,25,26,25,25,25,25,25,25,25
24,24,25,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,24,24,24,24,24,25,25,25,25,25,25,25,25,24,24,24,24,24
25,24,24,24,24,24,24,24,25,25,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,26,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,24,24,24,25,25,25,26,26,26,26,25,25,25,25,24,24,24,24,25,25,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,25,25,25,26,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,25,25,25,25,25,26,26,26,25,25,25,25,25,25,26,26,25,25,25
